,composer,midi_list
147,Franz Liszt,-1 -1 -1 ... 87 66 90
148,Franz Liszt,-1 -1 -1 ... -1 -1 -1
149,Franz Liszt,-1 -1 -1 ... 80 84 92
150,Franz Liszt,-1 -1 -1 ... 60 62 -1
151,Franz Liszt, 62  -1  -1 ...  98  -1 103
152,Franz Liszt,-1 -1 -1 ... 55 55 65
153,Franz Liszt,-1 -1 -1 ... 89 32 65
154,Franz Liszt,-1 -1 -1 ... -1 -1 -1
155,Franz Liszt,-1 -1 -1 ... 55 -1 59
156,Franz Liszt,-1 -1 -1 ... 32 33 -1
157,Franz Liszt,-1 -1 -1 ... 46 53 62
158,Franz Liszt / Vladimir Horowitz,-1 -1 -1 ... -1 -1 -1
159,Franz Schubert,-1 -1 -1 ... -1 -1 -1
160,Franz Schubert,-1 -1 -1 ... 43 64 -1
161,Franz Schubert,-1 -1 -1 ... 57 -1 -1
162,Franz Schubert,-1 -1 -1 ... -1 -1 -1
163,Franz Schubert,-1 -1 -1 ... -1 -1 -1
164,Franz Schubert,-1 -1 -1 ... -1 -1 -1
165,Franz Schubert,-1 -1 -1 ... -1 -1 -1
166,Franz Schubert,-1 -1 -1 ... 70 58 -1
167,Franz Schubert,-1 -1 -1 ... -1 -1 70
168,Franz Schubert,-1 -1 -1 ... 31 -1 29
169,Franz Schubert,-1 -1 -1 ... 31 29 -1
170,Franz Schubert,-1 -1 -1 ... -1 -1 51
171,Franz Schubert,-1 -1 -1 ... -1 39 72
172,Franz Schubert,-1 -1 -1 ... 63 51 -1
173,Franz Schubert,-1 -1 -1 ... -1 -1 -1
174,Franz Schubert,-1 -1 -1 ... 68 -1 51
175,Franz Schubert,-1 -1 -1 ... 39 70 -1
176,Franz Schubert,-1 -1 -1 ... 54 37 -1
177,Franz Schubert,-1 -1 -1 ... -1 -1 -1
178,Franz Schubert,-1 -1 -1 ... -1 -1 -1
179,Franz Schubert,-1 -1 -1 ... -1 -1 -1
180,Franz Schubert,-1 -1 -1 ... -1 -1 -1
181,Franz Schubert,-1 -1 -1 ... -1 -1 -1
182,Franz Schubert,-1 -1 -1 ... -1 -1 -1
183,Franz Schubert,-1 -1 -1 ... -1 -1 -1
184,Franz Schubert,-1 -1 -1 ... -1 -1 -1
185,Franz Schubert,-1 -1 -1 ... -1 -1 -1
186,Franz Schubert,-1 -1 -1 ... 34 -1 58
187,Franz Schubert,-1 -1 -1 ... 72 84 75
188,Franz Schubert,-1 -1 -1 ... -1 39 72
189,Franz Schubert,-1 -1 -1 ... 84 72 -1
190,Franz Schubert,-1 -1 -1 ... -1 -1 -1
191,Franz Schubert,-1 -1 -1 ... 75 -1 -1
192,Franz Schubert,-1 -1 -1 ... -1 -1 -1
193,Franz Schubert,-1 -1 -1 ... -1 -1 -1
194,Franz Schubert,-1 -1 -1 ... -1 -1 -1
195,Franz Schubert,-1 -1 -1 ... -1 -1 -1
196,Franz Schubert,-1 -1 -1 ... -1 -1 -1
197,Franz Schubert,-1 -1 -1 ... -1 -1 -1
198,Franz Schubert,"-1 -1 -1 -1 -1 53 -1 65 53 65 53 65 53 -1 65 70 68 68 65 70 68 60 60 68
 70 53 72 65 68 70 72 65 70 68 65 68 70 68 72 60 72 53 68 77 -1 65 60 72
 53 68 77 65 78 68 49 65 68 78 77 77 69 46 70 82 68 53 65 72 68 48 70 67
 60 65 70 72 48 73 72 67 76 77 53 68 68 65 77 68 53 65 70 68 65 60 70 68
 60 68 53 70 72 65 68 70 53 72 65 70 68 65 70 68 72 53 72 77 68 65 72 68
 53 77 65 78 49 68 65 77 68 78 69 77 77 65 46 70 58 82 68 53 65 72 68 48
 67 68 65 70 72 48 73 73 60 76 77 68 72 65 77 68 53 72 65 56 72 60 72 56
 68 60 72 73 75 63 73 73 56 63 58 72 72 70 61 63 72 56 70 61 70 70 56 60
 56 72 60 75 80 56 72 68 60 63 75 80 72 60 79 75 49 77 73 72 65 77 77 49
 65 67 73 75 75 61 58 68 70 51 73 63 67 75 72 56 60 75 56 72 60 72 56 68
 60 72 56 63 60 72 73 75 58 73 73 56 67 63 72 72 70 67 61 72 70 68 61 70
 70 56 60 72 56 68 60 75 80 56 72 60 75 56 72 80 60 75 49 77 65 65 77 77
 73 49 65 73 75 75 63 61 58 68 70 51 73 61 67 75 72 60 56 75 68 72 60 76
 48 67 72 60 76 67 72 48 60 77 80 72 68 65 60 79 79 48 77 77 60 75 76 48
 67 70 72 60 48 76 70 60 77 80 48 72 72 65 60 79 77 48 75 60 65 73 72 44
 60 66 45 54 46 65 72 73 75 58 -1 73 73 65 53 61 60 51 60 60 70 72 63 70
 61 60 44 51 60 68 51 48 76 67 72 60 76 48 67 60 77 80 72 80 68 72 65 60
 79 77 48 60 65 73 72 48 67 70 60 48 76 60 77 80 72 68 72 65 80 79 77 48
 60 65 75 73 44 72 68 60 66 45 54 46 65 72 73 58 53 75 73 73 65 72 53 61
 60 60 60 70 61 72 51 61 70 68 60 44 51 68 60 44 51 70 68 65 70 68 60 68
 70 53 72 65 68 70 53 72 65 70 68 65 70 68 72 60 72 53 68 65 60 72 68 53
 65 78 68 49 65 77 68 78 77 69 77 65 46 70 82 58 68 53 65 68 72 70 67 68
 65 70 72 73 72 67 60 76 77 53 65 77 53 72 65 80 76 61 61 76 80 76 79 61
 82 77 47 80 59 47 79 59 77 73 72 72 65 68 73 48 76 60 77 53 72 68 65 77
 53 68 72 68 72 -1 -1 65 80 76 61 76 80 76 79 76 61 47 82 77 80 59 47 79
 77 74 69 65 74 48 64 64 60 74 69 69 65 74 72 60 60 74 69 65 74 72 60 77
 53 48 77 41 53 74 41 53 48 74 41 65 48 64 41 48 70 64 41 48 72 70 64 70
 48 72 70 64 48 65 41 53 65 41 53 74 41 69 53 74 41 54 48 64 41 55 48 64
 41 48 72 70 64 48 72 70 41 49 65 41 53 65 41 53 65 41 53 65 41 57 53 65
 57 48 -1"
199,Franz Schubert,-1 -1 -1 ... -1 61 53
200,Franz Schubert,-1 -1 -1 ... -1 -1 30
201,Franz Schubert,-1 -1 -1 ... 42 54 42
202,Franz Schubert,-1 -1 -1 ... 30 -1 42
203,Franz Schubert,-1 -1 -1 ... 49 37 33
204,Franz Schubert,-1 -1 -1 ... 33 -1 -1
205,Franz Schubert,-1 -1 -1 ... 49 -1 -1
206,Franz Schubert,-1 -1 -1 ... 52 93 90
207,Franz Schubert,-1 -1 -1 ... 45 36 -1
208,Franz Schubert,-1 -1 -1 ... 88 42 33
209,Franz Schubert,-1 -1 -1 ... 57 52 45
210,Franz Schubert,-1 -1 -1 ... 60 88 69
211,Franz Schubert,-1 -1 -1 ... -1 -1 69
212,Franz Schubert,-1 -1 -1 ... 60 -1 -1
213,Franz Schubert,-1 -1 -1 ... 81 85 -1
214,Franz Schubert,-1 -1 -1 ... -1 81 72
215,Franz Schubert,-1 -1 -1 ... 65 58 65
216,Franz Schubert,-1 -1 -1 ... 96 -1 58
217,Franz Schubert,-1 -1 -1 ... -1 -1 -1
218,Franz Schubert,-1 -1 -1 ... -1 -1 -1
219,Franz Schubert,-1 -1 -1 ... 58 -1 34
220,Franz Schubert,-1 -1 -1 ... 58 70 -1
221,Franz Schubert,-1 -1 -1 ... 58 34 -1
222,Franz Schubert,-1 -1 -1 ... -1 -1 -1
223,Franz Schubert,-1 -1 -1 ... 44 -1 -1
224,Franz Schubert,-1 -1 -1 ... 48 -1 -1
225,Franz Schubert,-1 -1 -1 ... 56 63 -1
226,Franz Schubert,-1 -1 -1 ... -1 -1 -1
227,Franz Schubert,-1 -1 -1 ... -1 -1 -1
228,Franz Schubert,-1 -1 -1 ... -1 -1 -1
229,Franz Schubert,-1 -1 -1 ... 43 -1 -1
230,Franz Schubert,-1 -1 -1 ... -1 -1 -1
231,Franz Schubert,-1 -1 -1 ... 72 48 -1
232,Franz Schubert,-1 -1 -1 ... 68 60 -1
233,Franz Schubert,-1 -1 -1 ... 60 -1 -1
234,Franz Schubert,-1 -1 -1 ... 56 60 -1
235,Franz Schubert,-1 -1 -1 ... -1 60 60
236,Franz Schubert,-1 -1 -1 ... 50 58 -1
237,Franz Schubert,57 50 -1 ... 50 -1 74
238,Franz Schubert,-1 -1 -1 ... -1 -1 -1
239,Franz Schubert,-1 -1 -1 ... 62 50 -1
240,Franz Schubert,-1 -1 -1 ... -1 -1 -1
241,Franz Schubert,-1 -1 -1 ... -1 -1 -1
242,Franz Schubert,-1 -1 -1 ... -1 -1 -1
243,Franz Schubert,-1 -1 -1 ... -1 -1 -1
244,Franz Schubert,-1 -1 -1 ... -1 -1 -1
245,Franz Schubert,-1 -1 -1 ... 59 -1 -1
246,Franz Schubert,-1 -1 -1 ... 50 -1 -1
247,Franz Schubert, -1  -1  -1 ...  21 105  -1
248,Franz Schubert / Franz Liszt,-1 -1 -1 ... -1 -1 -1
249,Franz Schubert / Franz Liszt,-1 -1 -1 ... 85 89 97
250,Franz Schubert / Franz Liszt,-1 -1 -1 ... 57 -1 -1
251,Franz Schubert / Franz Liszt,-1 -1 -1 ... -1 -1 -1
252,Franz Schubert / Franz Liszt,-1 -1 -1 ... 62 50 -1
253,Franz Schubert / Franz Liszt,-1 -1 -1 ... 94 46 46
254,Franz Schubert / Franz Liszt,-1 -1 -1 ... 64 -1 -1
255,Franz Schubert / Franz Liszt,-1 -1 -1 ... 66 -1 69
256,Franz Schubert / Franz Liszt,-1 -1 -1 ... 34 94 -1
257,Franz Schubert / Leopold Godowsky,"-1 -1 -1 -1 -1 42 61 66 -1 54 -1 49 -1 -1 42 66 54 42 66 42 66 71 42 69
 54 66 71 50 66 68 65 69 71 42 73 66 61 69 71 42 73 66 71 42 54 69 66 71
 54 68 42 73 49 66 57 57 49 73 42 69 57 66 57 79 50 74 62 74 79 49 66 78
 76 47 54 78 74 66 62 62 54 83 64 73 66 74 59 54 62 49 69 68 66 71 68 69
 74 69 59 68 78 57 73 42 57 78 66 73 42 71 42 66 54 69 71 50 65 50 68 69
 71 66 73 42 49 57 61 69 71 42 73 57 71 42 61 63 47 69 71 54 60 65 73 59
 73 42 49 78 66 57 69 -1 57 50 49 42 73 49 69 78 57 57 50 79 50 66 62 62
 79 58 76 64 47 54 78 74 62 62 54 83 71 64 44 73 74 78 59 71 54 69 71 66
 61 71 69 69 68 74 69 73 68 78 50 42 50 78 66 73 66 42 45 73 69 57 54 73
 45 57 45 73 74 76 62 53 74 74 53 62 69 73 73 71 62 71 68 73 40 66 71 69
 56 65 71 45 71 52 62 54 45 73 57 57 81 64 73 57 66 76 57 81 69 73 65 50
 58 80 66 76 78 54 74 78 49 78 76 69 48 75 69 47 52 74 68 76 52 72 57 40
 56 57 76 56 57 45 57 45 45 73 45 73 57 61 54 45 73 57 45 73 74 53 68 74
 54 74 62 57 59 73 66 50 71 68 38 50 71 59 56 45 71 56 52 54 73 45 57 76
 57 69 64 73 57 66 58 81 69 57 65 50 58 66 80 76 78 54 74 78 59 78 74 71
 70 69 49 47 68 74 76 52 76 74 57 40 56 50 62 52 76 56 57 45 69 64 57 45
 76 69 64 77 65 61 57 62 77 61 65 49 59 54 81 57 55 50 69 81 80 56 78 57
 59 76 68 74 73 61 69 62 77 61 68 78 80 54 57 50 69 80 56 78 57 76 58 68
 59 67 73 70 54 64 70 71 66 73 54 70 58 73 66 74 76 59 74 47 65 74 62 73
 71 69 64 69 52 52 69 71 66 73 52 68 45 66 69 57 51 66 69 57 61 77 65 57
 74 77 61 73 49 59 54 69 81 57 50 42 69 81 80 56 78 57 68 76 74 73 61 69
 61 71 61 77 68 59 54 69 57 42 69 80 56 76 57 75 75 68 59 73 70 54 70 64
 71 66 73 54 70 58 66 73 74 76 59 74 47 74 65 56 57 73 71 62 69 64 69 52
 69 71 70 66 52 68 66 69 52 57 66 69 45 57 71 30 66 42 69 54 71 65 30 59
 59 68 69 71 73 30 54 69 71 70 30 73 63 54 71 32 69 62 54 69 71 37 53 69
 61 59 73 65 68 42 49 78 62 57 49 69 73 78 62 57 49 79 78 38 50 66 62 74
 79 78 76 64 66 78 35 47 75 78 54 71 59 74 64 33 66 45 78 74 32 44 37 49
 62 69 68 69 57 71 62 54 74 69 59 68 78 66 73 59 78 66 42 56 61 81 47 71
 80 74 59 80 74 81 47 80 59 62 80 74 48 54 83 78 63 54 81 78 44 54 69 80
 54 60 75 78 74 61 69 49 69 74 69 77 61 62 54 78 42 54 78 66 42 74 69 47
 59 68 66 68 68 54 65 59 48 57 71 75 66 69 63 53 60 44 54 56 65 68 60 66
 61 73 66 49 73 75 73 61 75 63 75 66 61 73 49 73 75 61 75 64 61 58 63 75
 59 65 61 73 49 73 75 61 56 53 54 70 59 49 53 70 78 59 56 42 61 70 54 70
 75 71 70 49 49 42 71 63 59 42 51 42 68 65 71 42 66 63 51 71 61 65 71 73
 71 56 42 66 58 58 49 51 59 66 63 42 57 51 42 73 61 53 73 75 70 70 64 49
 42 56 71 65 42 65 68 49 51 42 67 64 42 49 66 51 71 61 49 71 73 56 59 65
 51 42 66 58 42 49 61 58 -1 51 59 66 63 42 49 57 51 42 49 61 66 51 61 63
 58 66 54 61 63 58 66 61 63 66 58 61 54 63 66 58 74 60 62 76 67 -1 59 -1
 -1 68 58 58 49"
258,Fritz Kreisler / Sergei Rachmaninoff,-1 -1 -1 ... 72 84 64
259,Frédéric Chopin,-1 -1 -1 ... -1 60 -1
260,Frédéric Chopin,-1 -1 -1 ... 57 45 -1
261,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
262,Frédéric Chopin,-1 -1 -1 ... 57 -1 -1
263,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
264,Frédéric Chopin,-1 -1 -1 ... 72 44 -1
265,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
266,Frédéric Chopin,-1 -1 -1 ... 78 79 -1
267,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
268,Frédéric Chopin,-1 -1 -1 ... 61 78 30
269,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
270,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
271,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
272,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
273,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
274,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
275,Frédéric Chopin,-1 -1 -1 ... 43 -1 36
276,Frédéric Chopin,-1 -1 -1 ... -1 -1 36
277,Frédéric Chopin,-1 -1 -1 ... 36 31 -1
278,Frédéric Chopin,-1 -1 -1 ... 45 -1 36
279,Frédéric Chopin,-1 -1 -1 ... 36 24 -1
280,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
281,Frédéric Chopin,-1 -1 -1 ... 43 24 -1
282,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
283,Frédéric Chopin,-1 -1 -1 ... -1 48 60
284,Frédéric Chopin,-1 -1 -1 ... 48 60 -1
285,Frédéric Chopin,-1 -1 -1 ... 55 -1 60
286,Frédéric Chopin,-1 -1 -1 ... 28 -1 -1
287,Frédéric Chopin,-1 -1 -1 ... 57 31 -1
288,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
289,Frédéric Chopin,"-1 -1 -1 -1 -1 69 -1 70 71 -1 72 57 74 75 76 74 78 79 80 74 82 83 84 45
 86 87 88 89 57 60 88 87 86 57 84 83 82 81 80 83 81 76 78 77 76 59 75 77
 76 45 74 73 72 69 71 72 74 72 52 72 71 72 69 53 59 -1 72 71 72 64 52 59
 76 75 -1 74 73 72 71 70 45 70 71 72 69 57 74 75 76 74 78 79 80 74 82 83
 84 45 86 87 88 57 89 88 87 86 57 84 83 82 81 72 80 83 81 79 76 80 81 82
 76 84 83 82 81 80 79 78 75 66 78 79 78 76 52 78 76 52 40 65 76 73 74 69
 74 71 72 52 40 72 70 71 45 60 69 70 71 72 69 57 74 75 76 74 78 79 80 74
 82 83 84 45 86 87 88 89 57 88 87 86 57 84 83 82 81 72 80 83 81 76 79 78
 77 76 52 75 77 76 45 69 74 73 72 57 71 72 74 72 52 72 71 72 69 53 59 72
 71 72 64 52 59 76 75 74 73 72 71 70 45 69 70 71 72 57 57 74 75 76 74 78
 79 80 74 62 82 83 84 33 33 86 87 88 89 57 81 88 87 86 57 84 83 82 81 76
 80 83 81 74 82 50 83 84 85 58 62 50 -1 53 -1 87 88 89 52 40 89 90 91 59
 52 93 94 95 53 41 93 92 91 90 65 57 89 88 87 86 81 81 84 83 82 57 72 80
 79 78 70 70 76 75 74 58 50 70 74 77 74 69 64 72 76 72 52 68 70 71 76 71
 57 60 69 70 71 72 73 74 75 76 81 72 80 79 78 77 76 75 74 48 73 72 71 72
 48 74 75 76 77 78 79 80 81 72 76 77 76 74 73 70 72 71 72 60 73 74 75 76
 68 37 77 78 79 80 49 78 77 76 72 74 73 74 66 50 75 76 77 78 79 80 81 82
 55 50 58 78 79 75 74 75 73 74 66 50 75 76 77 39 67 80 81 82 51 81 61 80
 79 78 40 76 79 77 75 76 77 52 68 78 79 45 72 81 82 83 84 57 52 82 81 80
 40 79 78 77 76 74 52 52 78 79 80 57 45 72 81 82 83 84 55 43 81 85 86 87
 88 53 41 89 88 87 86 59 47 77 85 84 83 74 77 52 73 85 79 86 85 80 57 45
 83 82 81 80 79 77 73 62 75 73 74 88 83 84 83 82 63 51 73 81 80 79 62 50
 74 78 79 80 81 82 45 72 57 83 84 83 80 41 86 84 82 81 61 77 71 79 78 60
 48 76 77 78 79 55 80 81 82 75 84 82 81 80 51 63 79 75 61 78 77 76 75 74
 73 72 51 61 69 68 50 57 66 67 68 69 45 67 61 68 67 50 62 57 67 68 69 61
 70 45 69 68 67 38 62 67 68 69 47 72 63 71 70 69 40 64 69 70 71 69 72 47
 41 71 70 69 40 68 64 88 83 89 86 88 81 84 86 83 84 72 81 83 79 81 77 69
 79 76 77 81 86 88 84 86 83 74 84 81 83 80 71 74 81 77 79 76 68 77 75 76
 81 86 83 84 81 72 83 79 81 77 69 79 76 77 65 74 76 72 74 71 62 72 69 71
 68 59 65 63 64 65 66 67 68 60 69 70 71 72 57 69 74 75 76 74 78 79 80 74
 82 83 84 45 86 87 88 89 57 81 88 87 86 57 84 83 82 72 81 80 83 81 80 76
 79 78 77 76 52 75 77 76 75 69 74 73 72 69 72 74 72 68 52 72 71 72 69 53
 71 72 71 72 52 59 76 75 74 73 72 71 70 45 70 71 72 57 69 74 75 76 74 78
 79 80 74 53 82 83 84 45 86 87 88 89 57 60 81 88 87 86 81 57 84 83 82 81
 72 80 83 81 74 82 83 84 85 86 62 53 50 87 88 89 88 40 89 90 91 92 52 62
 93 94 95 53 41 92 91 90 65 89 88 87 86 81 84 82 81 52 80 79 78 74 70 76
 75 74 70 62 50 58 74 77 74 69 52 57 72 76 72 70 52 68 59 71 76 71 57 45
 70 71 72 53 69 41 73 74 75 76 74 78 79 80 74 40 82 83 84 45 81 82 83 84
 41 29 85 81 86 87 88 81 86 90 91 92 40 93 86 94 95 96 45 93 33 92 91 90
 86 89 81 88 87 86 77 84 83 82 74 80 79 78 74 77 69 76 75 74 65 72 71 70
 62 68 67 66 62 65 57 64 63 62 57 52 61 -1 -1 -1 -1 -1"
290,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
291,Frédéric Chopin,-1 -1 -1 ... 27 -1 -1
292,Frédéric Chopin,-1 -1 -1 ... -1 49 37
293,Frédéric Chopin,-1 -1 -1 ... 38 -1 25
294,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
295,Frédéric Chopin,-1 -1 -1 ... 59 -1 -1
296,Frédéric Chopin,-1 -1 -1 ... 49 24 -1
297,Frédéric Chopin,-1 -1 -1 ... 49 38 -1
298,Frédéric Chopin,-1 -1 -1 ... 37 57 61
299,Frédéric Chopin,-1 -1 -1 ... 37 25 -1
300,Frédéric Chopin,-1 -1 -1 ... -1 -1 54
301,Frédéric Chopin,-1 -1 -1 ... 91 54 30
302,Frédéric Chopin,-1 -1 -1 ... 42 54 -1
303,Frédéric Chopin,-1 -1 -1 ... -1 89 -1
304,Frédéric Chopin,-1 -1 -1 ... 84 -1 89
305,Frédéric Chopin,-1 -1 -1 ... -1 84 89
306,Frédéric Chopin,-1 -1 -1 ... -1 89 65
307,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
308,Frédéric Chopin,-1 -1 -1 ... 68 -1 -1
309,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
310,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
311,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
312,Frédéric Chopin,-1 -1 -1 ... 71 -1 -1
313,Frédéric Chopin,-1 -1 -1 ... 80 -1 -1
314,Frédéric Chopin,-1 -1 -1 ... 47 81 -1
315,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
316,Frédéric Chopin,-1 -1 -1 ... 92 -1 93
317,Frédéric Chopin,-1 -1 -1 ... 93 75 -1
318,Frédéric Chopin,-1 -1 -1 ... -1 93 -1
319,Frédéric Chopin,-1 -1 -1 ... 81 91 -1
320,Frédéric Chopin,-1 -1 -1 ... 93 81 -1
321,Frédéric Chopin,-1 -1 -1 ... 80 81 -1
322,Frédéric Chopin,-1 -1 -1 ... 79 -1 -1
323,Frédéric Chopin,-1 -1 -1 ... 95 -1 -1
324,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
325,Frédéric Chopin,-1 -1 -1 ... -1 60 60
326,Frédéric Chopin,-1 -1 -1 ... 60 72 -1
327,Frédéric Chopin,-1 -1 -1 ... 64 -1 -1
328,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
329,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
330,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
331,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
332,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
333,Frédéric Chopin,-1 -1 -1 ... -1 86 -1
334,Frédéric Chopin,-1 -1 -1 ... -1 -1 -1
335,Frédéric Chopin,-1 -1 -1 ... 84 89 -1
336,Frédéric Chopin, -1  -1  -1 ... 101  65  -1
337,Frédéric Chopin,-1 -1 -1 ... 32 -1 61
338,Frédéric Chopin,"-1 -1 -1 -1 51 60 -1 68 44 -1 -1 58 68 51 60 61 63 51 68 60 68 61 51 58
 44 60 61 60 51 44 58 68 60 61 51 63 68 66 64 51 63 68 60 68 61 60 51 58
 68 60 51 61 63 51 60 63 68 51 61 60 51 61 58 60 68 61 60 68 58 51 60 51
 68 61 51 63 44 66 64 63 51 44 68 48 80 81 78 63 66 56 80 49 76 80 64 73
 64 61 76 80 81 66 78 56 63 80 49 76 78 80 80 73 64 61 74 43 75 76 61 73
 61 75 44 72 75 54 68 54 71 69 71 69 68 44 66 54 63 54 54 68 68 61 37 49
 56 64 68 48 80 81 66 78 56 63 80 49 76 80 73 64 64 76 48 80 81 78 66 63
 80 49 76 78 80 80 64 61 73 74 43 75 76 61 73 61 75 44 72 75 68 54 60 71
 69 71 69 44 68 66 54 63 60 54 68 37 61 49 56 64 62 63 67 60 68 72 51 60
 75 63 44 67 60 68 72 51 75 60 56 74 52 58 70 51 73 44 72 56 68 52 56 58
 74 70 72 51 73 56 72 68 32 63 67 60 68 56 72 60 75 44 63 67 60 51 56 68
 72 60 51 75 74 52 58 70 51 73 72 68 80 68 80 68 80 68 48 80 81 78 63 66
 56 80 49 76 80 64 73 61 61 76 50 80 81 66 78 56 63 80 49 76 78 80 80 73
 61 74 43 75 76 61 73 61 75 72 75 68 60 54 71 69 71 69 68 66 54 63 60 54
 68 68 37 61 49 56 64 62 44 63 67 60 68 56 60 72 75 44 63 67 60 68 72 51
 75 60 74 52 58 70 51 73 44 72 56 68 52 56 58 74 70 72 73 51 56 72 68 44
 63 67 60 68 56 60 72 75 44 63 67 51 68 60 72 75 51 56 74 52 58 70 51 73
 72 56 68 80 68 80 68 80 68 48 80 81 63 78 66 63 80 49 76 80 56 73 61 61
 76 48 80 81 66 78 63 80 48 76 78 80 80 61 64 73 74 43 75 76 61 73 61 75
 51 72 75 60 68 54 71 69 71 69 71 69 44 66 54 63 60 54 68 68 37 61 49 56
 64 61 45 73 75 76 61 61 73 40 71 68 64 52 52 45 73 75 61 76 78 61 76 73
 40 71 68 64 52 52 59 45 64 61 69 68 40 59 40 52 45 52 64 61 71 69 68 40
 59 40 52 64 61 52 69 40 59 40 52 61 45 64 61 69 47 49 56 37 77 79 53 80
 65 56 77 44 75 72 68 60 60 51 49 77 79 65 80 65 61 82 80 77 44 75 72 68
 51 60 60 56 49 56 68 65 73 72 56 44 63 63 49 56 65 68 75 73 72 44 56 63
 63 56 49 65 73 72 44 72 63 68 65 73 72 44 56 63 63 51 61 51 60 68 58 68
 44 51 60 61 51 60 61 51 44 58 51 60 61 60 44 68 58 51 60 61 51 68 63 66
 64 51 68 63 51 44 68 60 61 60 51 68 58 68 51 60 61 51 63 60 63 68 61 51
 60 51 68 61 58 60 61 60 68 51 44 58 60 68 51 61 51 63 68 68 64 63 51 68
 44 68 48 80 81 78 63 63 66 80 49 76 80 73 64 61 76 48 80 81 66 78 63 80
 63 49 76 78 80 80 73 61 64 74 43 75 76 61 73 61 75 72 44 75 68 54 54 71
 69 71 69 68 66 54 63 54 68 68 37 61 49 56 64 68 48 80 81 63 78 63 80 49
 76 80 73 61 64 76 48 80 83 81 80 63 66 75 56 66 80 -1 80 49 76 78 80 80
 61 73 64 74 75 76 51 61 73 61 75 72 44 75 51 54 71 69 71 69 71 69 68 66
 54 63 60 68 37 61 49 56 -1 64"
339,Frédéric Chopin,-1 -1 -1 ... 44 44 49
340,Frédéric Chopin,-1 -1 -1 ... 97 98 -1
