text;gender;age;politics
"O que importa é o sentimento entre as pessoas, independente do sexo. Se duas pessoas se amam, elas devem sim poder casar, constituir família, etc. Ninguém tem nada a ver com a opção sexual das pessoas. Uma pessoas comum não tem preparo para portar arma de fogo. O número de acidentes domésticos pode aumentar exponencialmente, bem como a índole de ""valentões"" que, por terem acesso a armas, podem começar a resolver situações extremas ""na bala"". Sou à favor do aborto para casos em que o bebê tem problemas sérios que o tornarão incompatível com a vida fora do útero (anencefalia, por exemplo). Sou contrário ao aborto por conveniência, quando a pessoa não quer o bebê. Para estes casos, deve-se intensificar as campanhas de prevenção à gravidez indesejada. O SUS já disponibiliza diversos métodos anticoncepcionais gratuitamente, cabe ao governos divulgar isso de forma mais enfática. A justiça se mostra falha diversas vezes. A pena de morte servirá quase que exclusivamente para negros e pobres, que não tem acesso à ampla defesa. Nosso país precisa evoluir muito ainda para pensar em pena de morte. Acho uma disparidade criminalizar a maconha e incentivar o consumo de álcool, inclusive com propagandas na TV. A legalização da maconha, com recolhimento de impostos, etc., seria um duro golpe para as redes de tráfico de entorpecentes. De novo, só seria aplicada para negros e pobres. A questão aqui envolve educação, amparo ao menor em situação de risco, etc. É necessário dar oportunidades para estes menores. O Brasil ainda tem uma grande dívida que vem da época da escravidão. Com a lei áurea estas pessoas foram jogadas na miséria, e é necessário uma compensação por isto. Não podemos esquecer que a cota racial não colocará apenas o negro na universidade pública. Ela colocará os negros mais preparados na universidade pública, pois os mesmos ainda passarão pelo crivo do vestibular, e só quem se destacar entre eles será aprovado. A exploração da fé no Brasil se tronou um grande negócio. Foram divulgados casos até de igrejas sendo usadas para lavagem de dinheiro pelo crime organizado. O recolhimento de impostos poderia coibir estas práticas.";m;a31-99;p12
O relacionamento entre pessoas do mesmo sexo é visto por mim como uma relação como outra qualquer e dessa forma, se as duas pessoas querem se unir em matrimônio não deveria haver problema algum. Nem todas as pessoas teriam consciência de usar com sabedoria o direito de portar armas de fogo, por exemplo em caso de defesa pessoal. Acredito que poderia causar um aumento da violência. A legalização do aborto em minha opinião não deve ocorrer. Acredito que o aborto deve ser permitido apenas nos casos de estupro ou se colocar em risco a vida da mãe. Na minha opinião instituir a pena de morte não diminuiria a criminalidade e os recursos financeiros podem ser utilizados para a ressocialização de presos. Acredito que não deva haver a legalização do consumo da maconha pois abriria a discussão para permitir a legalização de outros tipos de drogas ilícitas. Adolescentes de 16 anos já tem discernimento sobre o que é certo ou errado, além disso há jovens que cometem crimes porque tem consciência de que não serão punidos. O Brasil ainda carrega os traços de uma sociedade escravocrata, a desigualdade social e educacional é grande em nosso país e como o processo seletivo para as universidades públicas é muito criterioso e exige um alto conhecimento, as cotas raciais aumentam a oportunidade de ingresso. Na minha opinião não deve haver isenção fiscal para as igrejas pois são instituições que possuem uma renda, por exemplo doações ou pagamento de dízimo.;f;a24-30;p3
"O senso comum de que o casamento tenha que ser entre pessoas do sexo oposto foi construído de forma natural, considerando que biologicamente falando é o mais vantajoso. Porém isso em nenhum momento impediu o relacionamento de pessoas entre o mesmo sexo de acontecer, o que nos faz pensar que a tendência natural do ser humano seja a atração pelos dois gêneros (bissexualidade), e isso pode ou não ser alterado de acordo com o meio em que o indivíduo vive e os acontecimentos que levam ele a escolher uma sexualidade. Da forma mais simples de justificar essa opinião, dar o possibilidade do porte de armas para o cidadão comum não contribuiria para atenuar a violência e sim aumentá-la. O número de assaltos armados iria aumentar, visto que não são todos que iriam optar por portar uma arma. O certo seria continuar o uso de armas por pessoas autorizadas, e combater o contrabando e o porte ilegal de armas. A resposta é incerta no momento que são consideradas duas questões: ""Em que momento se torna imoral impedir o nascimento de um feto?"", ""Em caso de vítima de estupro, não seria injusto obrigar a vítima a ter o filho?"". Por essa razão acredito que a legislação deveria ser flexível para poder decidir quando o aborto é permitido ou não. Porém como é incerto se tal medida poderia ou não ser tomada com sucesso, eu não posso dizer com certeza se o aborto deve ser legalizado. Essa resposta é simples. É estimado em países onde a pena de morte é vigente, como os EUA, que mais de 4% dos condenados são inocentes. Ainda que a pena de morte fosse aplicada somente nas mais graves das infrações, haveria certos erros que seriam irremediáveis após a aplicação da pena. Existe um ponto a favor da legalização que diz: ""Nos EUA a legalização da maconha causou uma diminuição do crime organizado que lidava com a produção e distribuição da maconha."" Porém o que normalmente não é considerado é que essa legalização mais recente não foi a primeira que aconteceu, após a queda da bolsa de Nova York nos EUA, bebidas alcóolicas e outras drogas, incluindo a maconha, foram legalizadas para atenuar os efeitos da crise. Após isso em meados dos anos 40 quando A diminuição da maioridade penal entre suas consequências iria aumentar a população carcerária, e isso vai em embate com um problema maior que o país enfrenta: a falta de programas de reintegração e reeducação de convivência em sociedade. Não vejo o porquê em colocar mais pessoas em um sistema que já é ineficiente e negligenciado. O correto seria o incentivo para a educação técnica ou superior, que diminuiria consideravelmente o número de jovens infratores. O Brasil sempre tratou o pobre e o negro de forma negligente, isso é um fato. Esse é o principal fator pelo qual o sistema de cotas existe e é absolutamente necessário, pelo menos por enquanto. A minha experiência com igrejas mostra que apesar de existirem muitas instituições que são genuinamente sem fins lucrativos, existem muitas que se aproveitam dos seus fiéis para lucrar com ""doações"" destinadas a pagar impostos. Se todos os meios de gastos financeiros forem isentos e isso ficar transparente para o público, acredito que ficaria mais fácil perceber quais instituições são realmente voltadas para o propósito que é o centro religioso que é a igreja.";m;a0-23;p12
"O ser humano deve ser livre para escolher seu parceiro não importando o gênero e não deve sofrer preconceitos de nenhum tipo por sua escolha. O governo como estado sem religião não deve levar em conta o que qualquer tipo de religião diz. O ser humano deve ter o direito do porte de armas para a legítima defesa e deve ser punido caso tenha feito o uso contra outro ser humano. Claro isso significa também o que o a justiça deve funcionar corretamente julgando os casos corretamente. O ser humano deve ter o direito de continuar com um gravidez ou abortá-la caso queira não importando qual seja a razão do aborto. O direito de decisão deve vir de quem carrega no ventre o feto. O ser humano deve ter direito à vida, porém, em certas circunstâncias pode ser necessária uma pena que use a ""mesma moeda"". mas, isso não significa que teremos menos assassinos ou que isso venha a diminuir a criminalidade. Mesmo com a proibição, o uso da maconha e outros tipos de drogas somente tem aumentado. Pessoas as utilizam todos os dias e a melhor forma de lidar seria legalizar e utilizar os impostos recolhidos para conscientização do uso e saúde pública. As pessoas não vão parar de comprar, mas com o dinheiro recolhido dos impostos novas ações de conscientização podem ser tomadas. Seja com qualquer idade o ser humano deve ficar recluso diante de determinados crimes. O que não podemos aceitar são adolescentes que sabem de que não serão presos e continuam cometendo crimes. Infelizmente as cotas raciais somente fazem aumentar o preconceito e foi uma das coisas mais horrível que o governo fez, atestando somente que não sabem fazer uma gestão da educação, não sabem utilizar os recursos da educação, não sabem ensinar os brasileiros, e promovem um ensino cada dia mais ineficaz. Dito isso, o ser humano é somente um e não é dividido em raças específica. A questão das cotas parece-me muito com o ""apartheid"" um regime de segregação racial adotado de 1948 a 1994 pelos sucessivos governos do Partido Nacional na África do Sul. Hoje a forma mais eficaz de se efetuar ""lavagem de dinheiro"" é utilizar igrejas onde se pode fazer doação livremente. Além disso, a arrecadação do dízimo é altíssima, e cada vez mais pessoas são formadas em fazer lavagem cerebral em outras fomentando cada vez mais a indústria evangélica. Se já não bastasse o poder da igreja católica, no Brasil, igrejas evangélicas começam não só a exercitar seu poder nas pessoas, mas também, na esfera política. Acredito que se em uma igreja a arrecadação é altíssima, não seria de nenhum mal, contribuir um pouquinho, aliviando os cofres públicos.";m;a24-30;p3
"O sexo é uma parte que compõe o ser humano e não um fator que deveria determinar suas escolhas relacionais. Nossa cultura e religião por vezes violenta as pessoas quando descaracterizam sua vivência impedindo de serem quem são. Não se trata de convencer ninguém de que o casamento entre pessoas do mesmo sexo deve existir, mas que seja respeitada a opção de cada ser humano. Minha opinião é baseada em fatos. Vemos cotidianamente tragédias acontecerem com armas de fogo, sejam elas liberadas, como no caso da polícia, ou estejam elas em posse ilegal. Não vejo conexão no binômio arma-proteção, simplesmente porque não existe. Não sou a favor do aborto como forma deliberada de controle da natalidade. Contudo, como mulher, psicóloga e profissional da educação e da saúde, não posso simplesmente julgar o aborto com olhos religiosos ou morais sem observar de que se trata de uma questão de saúde. Mulheres são violentadas todos os dias, a cada minuto: fisicamente, moralmente, psicologicamente, etc. Se apropriar do corpo feminino e decidir por uma mulher é reproduzir mais uma violência. Alguns países do mundo já nos mostram que a pena de morte não resolve a criminalidade. Os países mais belicosos possuem pena de morte e altos índices de violência permanecem, o que acontece, na verdade, é uma tentativa de ""limpar"" a ""escória"" da sociedade. Creio que seja necessário muitos debates e estudos sobre esse tema. No momento, não considero justo que uma pessoa que consuma a droga precise ""financiar o narcotráfico"", adquirindo o produto ilegalmente. A experiência do Uruguai, por exemplo, tem demonstrado diminuição de problemas oriundos do tráfico. Apesar disso, penso que estudos sobre os efeitos são muito necessários para orientar cientificamente os moldes nos quais uma política mais segura de distribuição e consumo possa ser discutida e implantada. O enfoque inicial deveria se voltar para usos medicinais. Prender menores de dezoito anos é tão somente reproduzir o entupimento carcerário. Infelizmente nosso sistema de ""ressocialização"" está falido (se é que algum dia teve sucesso)... O acompanhamento multidisciplinar e prestação de serviços talvez seja mais eficaz .... A história do nosso país já justifica a dívida que se tem com pessoas negras, diariamente temos registro de ocorrência de discriminação racial. Costumo perguntar: Quantos professores negros você teve na escola? e na faculdade? Por quantos médicos negros você já passou? Já foi atendido por quantos gerentes negros? Quantos cientistas, atores/atrizes negros/as você ganhando prêmios? Agora, se eu pergunto, qual a cor ""da maioria"" das pessoas em condições de miséria, desempregadas, com menor nível de estudo... A resposta com certeza não tem relação com diferença de capacidade cognitiva e sim das oportunidades apresentadas. Embora eu tenha uma religião, inclusive colaborando com dízimo, vejo que muitas igrejas, se por um lado contribuem com algum papel social, por outro, por vezes exploram seus fiéis, em especial os menos esclarecidos. Muitas inclusive, arrecadam mais do que empresas, talvez seja justo que contribua legalmente com a comunidade em que se institui, afinal, seu imposto ""teoricamente"", deverá retornar em benefícios para o país.";f;a24-30;p12
O valor social de uma sociedade não pode ser mensurado por preconceitos de origem discriminatória. É realidade que pessoas busquem a escolha do parceiro para serem felizes e expressar sua sexualidade, por assim dizer que seu direito a orientação sexual seja respeitado. Considero um instrumento de proteção legal ao cidadão se comprovada a aptidão psicológica e a efetiva necessidade. O problema do Brasil é que o armamento ilegal vai nas mãos dos bandidos e o nosso Estado não se preocupam com isso. Entendo que todas as mulheres devem ser respeitadas no seu direito de escolha, porém, ocorre que este assunto tem que ser tratado a nível de saúde pública, disponibilizando a todas métodos contraceptivos e eliminando abortos feitos de maneira insegura. Penso na ressocialização e prevenção das pessoas. O que será que a levou a ter tal comportamento....quais causas? Será que toda a sociedade desigual poderia fomentar injustiças? Acredito que o risco do uso de drogas é uma doença que deveria ser melhor tratada no âmbito da saúde pública. A legalização é um sintoma do fracasso do nosso governo em controlar o tráfego de drogas. Corremos o risco de envolver a nossa sociedade como um todo em um risco em potencial. Vamos dizer que é uma maneira de exclusão e invisibilidade social. Melhor punir do que se investir em políticas públicas, sociais e assumir os erros da nossa sociedade. Defendo uma educação de qualidade para todos. Porque dividimos a sociedade e criamos precedente para a discriminação racial? Acredito que as oportunidades são iguais para todos. Temos que ter programas fiscais justos que respeitem todas as instituições sem privilégios. Todos pagamos impostos. O Estado protege as entidades religiosas.;f;a0-23;p3
Orientação sexual é pessoal, individual, particular... Ninguém deve opinar/interferir/limitar/discriminar... Cada um deve ser livre pra viver como e com quem quiser Segurança deveria caber ao Estado... Se isso fosse eficiente as pessoas se sentiriam seguras e protegidas. Acesso à informação e educação previnem gravidez indesejada, mas cabe à mulher decidir sobre seu corpo, principalmente porque a sociedade cobra  responsabilidades apenas da mãe Sistema prisional falido, corrupto e incoerente. Deveria ser legalizada com os devidos impostos, visando o fim do tráfico e suas consequências (aliciação, violência, corrupção, etc.). Sistema prisional falido, precisamos de acesso à educação de qualidade e boas oportunidades as crianças e jovens ... Deveria ter critério social além do racial, na família do meu esposo, por exemplo, duas primas ricas entraram pelas cotas por ser negras, não acho correto Se não houvesse tanta corrupção e desvio das contribuições dos fiéis, não deveriam pagar, em contrapartida dos projetos sociais e acolhimento no geral;f;a24-30;p12
Os direitos de cada cidadão deve ser respeitado independentemente da preferência da orientação sexual, religiosa e política da maioria da população do seu pais. Todo cidadão deve ter o direito, após regulares exames psicológicos e curso obrigatório para manuseio, a poder utilizar-se de armas de fogo para defende-se de eventuais crimes contra si. O direito do aborto quando a gravides aponte riscos para o feto e/ou para a grávida deve ser uma decisão unicamente para a gestante. O direito do aborto quando a gravides é decorrente de uma agressão sexual sofrida pela gestante é um direito da vítima solicitar o aborto, desde que tenha apontado que sofreu a agressão previamente.  Quando a decisão do aborto é devido a uma situação socioeconômica ela só pode ser autorizada se ambos os pais biológicos autorizarem o aborto. O sistema penal brasileiro é muito brando com crimes hediondos como tortura, estupro e assassinato e para os casos comprovados desses crimes qualquer gasto para tentar restituir o criminoso para sociedade ira ser um ato de crime para as vítimas dos seus crimes. Desde que seja bem regulamentada para que sua venda e consumo sejam proibidos e punidos em áreas abertas para menores de 18 anos, a legalização da maconha pode fragilizar o crime organizado e oferecer maiores arrecadações de impostos. Se nosso constituição prevê que um jovem de 16 anos está consciente da sociedade e de suas ações para votar também deve estar para responsabilidade de eventuais crimes cometidos. Não entendo que as cotas possam ser o melhor meio para a equiparação socioeconômicas entre raças e sexos, pois elas abrem alguns espaços mas criam um preconceito de injustiça com aqueles que não podem obter essas cotas e pertencem a classe econômica baixa. Qualquer instituição que peça isenção fiscal deve comprovar uma contribuição para a sociedade e os sócios e trabalhadores dessa instituição dever estar sob vigilância do Governo para que evitar que essas isenções sejam usados para o enriquecimento dessas pessoas.;m;a24-30;p45
"Os tempos hoje são outros. A sociedade está mudando, se transformando, e tudo precisa se ambientar ou evoluir. Muitas vezes existem casais tradicionais que são muito menos felizes com suas vidas matrimoniais do que pessoas do mesmo sexo que se relacionam afetivamente e se dizem casais. Acho que o ser humano deve manter sua capacidade de se adaptar às situações que lhe são apresentadas. De que adianta um cidadão possuir porte de arma, se por exemplo, não possuir nem consciência ambiental para separar o resíduo gerado diariamente. Não creio que seja uma solução para diminuir a violência, por mais que houvesse uma fiscalização rígida para quem pudesse ter o porte de arma. Imagino que muitas outras vítimas seriam feitas a partir de motivos fúteis movidos por ódio e raiva. O aborto é um tema bastante difícil de ser tratado. Penso que ele deveria ser válido quando a gravidez provir de casos de violação contra a mulher ou quando o bebê apresentar alguma anomalia que vá dificultar sua vida. Nos outros casos, por exemplo, gravidez indesejada, existem os métodos contraceptivos para diminuir esses números. Pena de morte não resolve os problemas, uma vez que algum crime tenha sido cometido. Porém, poderia ser uma maneira de controlar melhor o sistema carcerário, em termos de população criminosa, diminuindo também o reingresso de meliantes perigosos. Acho que a legalização desta droga não traria nenhum benefício. Analisando-se uma possível liberação, mesmo assim o tráfico da maconha não iria diminuir, talvez até aumentaria, mesmo tendo uma regularização do uso. Penso que diminuindo a maioridade penal, pode acontecer de pessoas mais jovens ainda serem estimuladas a entrar na vida de delitos, uma vez que uma outra parcela de jovens com mais de 16 anos for responsabilizada por seus atos. Lógico que alguém de 16 anos sabe o que está fazendo e a consequência de seus atos. Mas ainda acredito que a solução seria uma aplicação mais branda das penas para estes indivíduos. É complicado de analisar, uma vez que existem determinadas pessoas que se dizem pertencentes ao grupo de cotas raciais, porém possuem condições para não aparecer dentro desse grupo, por exemplo, são bons alunos e possuem condições financeiras para adentrar em qualquer instituição de educação. Mas, na maioria dos casos, as cotas beneficiam pessoas que realmente precisam disso. Igrejas têm se tornado negócios, onde os ""donos"" que se dizem pastores ou algo parecido, acabam enriquecendo com as ""doações"" que pedem para seus fiéis, muitas vezes desesperados em busca de algum apoio de algo maior, durante os encontros. Nada mais justo que cobrar impostos destas.";m;a24-30;p12
Os tempos modernos produzem muitas dúvidas na cabeça das pessoas. Um dos maiores males deste século, por exemplo, é a ansiedade por respostas. Eventualmente, pessoas ficam tão ansiosas por respostas que elas supostamente precisam ter que acabam ficando em dúvida até mesmo em relação à própria sexualidade - daí a explosão no homossexualismo. Acredito que nem o casamento entre pessoas do mesmo sexo e nem outras coisas relacionadas a esse tema, como mudança de gênero, deveriam ser aprovadas. Deus criou macho e fêmea. E cada vez mais, o homossexualismo é uma prova que o ser humano deseja tão somente se distanciar de Deus e criar as próprias regras. As pessoas que são favoráveis ao tema dizem que armas não matam pessoas, mas seres humanos, sim. É verdade. No entanto, também é verdade que é mais fácil matar uma pessoa utilizando um revólver do que uma faca. Além do que, tenho a impressão de que armas de fogo tendem a ter seu uso (em brigas domésticas, por exemplo) movidas por impulso. Em relação a temas como segurança pessoal: isso deveria ser de plena responsabilidade do Estado. Apenas não pontuei mais à esquerda porque o Estado brasileiro é claramente incapaz de cuidar de seus cidadãos. Mas um erro não justifica outro. As pessoas que formulam respostas a respeito deste tema sempre precisam, de maneira irremediável, determinar quando a vida começa. Quem é a favor do aborto, acredita que a vida começa aos três meses de gestação, ou a partir do nascimento, ou em algum outro ponto da gestação. Eu acredito que a vida é gerada a partir do momento em que o espermatozoide fecunda o óvulo. Ou seja, aborto é homicídio. Pena de morte não resolve nada. Os países que tinham ou têm a pena de morte estão caminhando para sua lenta extinção. Além disso, eu sou um homem cristão. Jesus nos ensinou o amor ao próximo e a tolerância, de forma que os homens devem ser justos perante a lei, mas a decisão sobre a vida ou a morte cabe apenas a Deus e a ninguém mais. Como disse: sou cristão. Não concordo com o uso de drogas legalizadas, como cigarro e bebidas alcoólicas - quanto mais ao uso de drogas mais pesadas. Aqui, na verdade, também penso da forma como respondi em relação à homossexualidade: um dos grandes males deste século é a ansiedade das pessoas em acreditar que precisam de resposta para tudo , e precisam experimentar de tudo, e precisam saber de tudo. Isso gera grandes confusões e temores, de forma que as pessoas (principalmente os mais jovens) acabam precisando buscar soluções para seus problemas em drogas como cigarro, álcool, maconha, remédios, etc. Eu acredito que existem adultos de 16 anos e crianças também de 16 anos. Eu acredito que existem pessoas de 16 anos que conhecem mais sobre a realidade do crime do que muitos adultos - eu incluso. Posto isso, trata-se na verdade apenas de um problema de teoria dos jogos, ou eu trato todos os adultos de 16 anos como crianças, ou eu trato crianças de 16 anos como adultos. Me parece que o primeiro caso é melhor do que o segundo. Concordo totalmente, pois é amplamente visto que existe sim uma discriminação visível contra negros. Alguns, claro, tentam forçar a barra para obter vantagens indevidas - caso do jovem loiro que se disse negro para entrar em uma faculdade mineira. Nesse caso, a própria sociedade fez com que esse jovem desistisse da vaga, posta a vergonha com que ele passou a ser reconhecido. Eu acredito no poder de algumas sociedades de se organizarem em torno de objetivos comuns, e um desses objetivos é justamente o de promover a regulamentação de posições desiguais. Uma dessas formas de se obter essa organização são as cotas, que é uma forma da sociedade combater esse caso. Obviamente, também são necessárias outras reformas, como a melhoria do ensino público e eventual extinção do ensino privado (de forma que obrigue filhos de políticos, por exemplo, a frequentarem as mesmas escolas que filhos de pessoas subempregadas, por exemplo - isso já existe em países como a Finlândia). Mas é óbvio que não se pode realizar uma revolução por completo do dia para a noite. As igrejas cumprem tarefas que o Estado é incapaz - atendem pessoas em bocas de fumo, em presídios, em favelas e muitas outras situações de fragilidade social. Querer cobrar impostos sobre essas igrejas (que cumprem essas tarefas por amor a Cristo, e não para obter esses benefícios fiscais) é desonesto.;m;a31-99;p45
Para mim, casamento é uma formalização de uma união entre duas ou mais pessoas. No caso religioso, acredito que essas pessoas queiram formalizar diante de seu deus, independente das interpretações que existam da ideologia de sua religião. Para ser sincero, não sei. Baseando-me nos EUA, acredito que isso vá aumentar a violência (morte) no Brasil. Mas ao autorizar o porte de armas, acredito que diminuiria assaltos em geral. Eu penso: “Você assaltaria alguém que possui arma?”. Não sei se estou certo ao pensar desta forma ingênua, por isso não tenho uma opinião formada sobre isto. Acredito que deva haver a legalização do aborto sim. Por diversos fatores, desde a pobreza (por não haver estrutura financeira para sustentar o bebê) até casos de estupro (que pode vir a lembrar constantemente de seu abusador). Resumidamente, creio que a mulher deva escolher o aborto ou não, decidindo o que é melhor para si e para o bebê. Acredito que por não existir penas severas (como a de morte), e pela crença de que logo será libertado, não haja diminuição de crimes no Brasil. Creio que a existência de penas mais severas levaria aquela pessoa que está entre cometer um crime ou não, pensar mais se deveria ou não cometê-la. Primeiramente comecemos com uma verdade, drogas sempre vão existir. Maconha é uma delas, e acredito que seja uma das mais utilizadas. Por que não legalizar e cobrar impostos, e com esses impostos utilizar para tratamentos e alertas contra as drogas. Além de ser comprovada (uma substancia que compõe a maconha) que é eficaz contra algumas doenças. O meu pensamento de cometer um crime é o mesmo de quando eu tinha 14 anos. Ou seja, eu sabia das consequências de cometer um crime. Acredito que muitos adolescentes tenham consciência de seus atos, e por não haver penas mais severas, levem-no a cometer estes crimes. Mas é claro que isto se deva também, a falta de infraestrutura que os ajudem nestes momentos de escolha entre o crime ou não. Não acredito em cota racial, mas cota de “pobreza”, que ajude aqueles que não tiveram um ensino de qualidade a ingressar onde desejam. Creio que todos sejamos inteligentes, apenas precisamos do ensino certo. E dando a possibilidade de oferecer um ensino de qualidade iremos evoluir. Vide a história da Tábata em Harvard. Primeiramente gostaria de saber o porquê de igreja ter isenção fiscal, não estamos em um Estado laico? Enfim, nunca tinha pensado a respeito, pesquisarei mais sobre isto.;m;a24-30;p3
Para se distinguir o que é normal do que não é, eu sempre busco exemplos no Reino Animal. Neste, há várias espécies com comportamento homossexual. Logo, acredito que o relacionamento homoafetivo entre humanos é algo normal, assim como o casamento. Se não o primeiro, o Brasil é um dos países mais violentos do mundo com mais de 60000 homicídios por ano, mesmo com o porte de armas restrito. Acredito que com a flexibilização do porte de armas, a taxa de homicídios tenderia a crescer e o país ficaria mais violento. A taxa de natalidade do Brasil está em 1,6%, ou seja, um casal não se repõe e a população tende a envelhecer. Acredito que legalizar o aborto contribuiria para aumentar o envelhecimento precoce da população brasileira. Acredito que melhorar as leis de adoção talvez seria uma melhor alternativa à legalização do aborto. Há várias maneiras de se combater a criminalidade, já que este é um tópico complexo que envolve diversas áreas como saneamento básico, saúde pública, educação e segurança público. Na minha opinião, a legalização da pena de morte é um indicador que todas as áreas previamente citadas faliram, e me recuso a aceitá-la. Se há uma demanda por um determinado produto que não afete o bem estar geral de uma população, acho factível que se haja uma oferta. Acredito que este é o caso da maconha. Existem muitos usuários da erva hoje em dia e acho que estes tenham direito a consumir um produto legalizado, regulamentado e de qualidade. Prisões nos dias de hoje são estados paralelos. É de conhecimento de todos que o estado não tem controle total sobre estas instituições. Reduzir a maioridade penal e enviar mais jovens a estas instituições não os recuperariam e os reinseririam na sociedade, e sim, num destes estados paralelos, muitas vezes criminoso. Mais da metade da população Brasileira é negra e, mesmo assim, estes não ocupam posições no alto da pirâmide social, muitas vezes recebendo metade do salário de um Brasileiro branco em mesmas funções. Cota racial é uma solução paliativa para reverter esta solução. Na minha opinião, instituições religiosas deveriam ser taxadas sim ou, como na Europa, fossem proibidas de recolher dízimo de fiéis, e tivessem seu fomento feito pelo Estado.;m;a24-30;p12
Pela nossa Constituição, todos são iguais perante à lei e todos tem o direito de liberdade. O Estado não tem quaisquer dizeres sobre o matrimônio homoafetivo. Relacionando os índices de violência de países com porte e sem porte é simples inferir que mais armas = maior chance de fatalidades. O Brasil tem um dos maiores índices de violência do mundo, o que só pioraria com a liberação do porte. Quem quer abortar vai abortar, o mínimo que o Estado pode fazer é oferecer uma opção digna para que isso seja feito por um profissional. Ser pró vida não é defender o nascimento de uma criança indesejada, é saber adiar um nascimento para quando o casal realmente tenha condições de criá-la. O trabalho de uma cadeia é reabilitar para que o criminoso possa ser ressocializado, é difícil pensar nisso quando vemos somente nosso país mas tirar essa chance é cruel e inclusive um crime contra o direito à vida assegurado pela constituição. A maconha foi legalizada durante muitos anos e não tivemos nenhum problema com isso, a criminalização deu um poder de barganha para o tráfico extremamente forte. Sem contar que estudos recentes já deixaram claro que o problema dos abusos de qualquer droga é fortemente conectado ao fato dela ser proibida e da necessidade de fugir da realidade. Políticas sociais seriam o suficiente para permitir uma legalização sem gerar um problema de saúde pública. Estudos recentes mostram que a cada geração a adolescência se estende, podendo ir até os 24 anos de idade na geração atual. Reduzir a maioridade penal é admitir que o país fracassou em lidar com os problemas sociais e a criminalidade e que a única escolha possível é marcar permanentemente os jovens que cometem algum tipo de crime. Com 16 anos você não tem nenhuma maturidade para compreender as consequências de uma ação para o restante da sua vida. Eu tenho 22 e a maioria das pessoas que conheço ainda não têm. A parcela negra da população sofre uma série de preconceitos ainda nos dias de hoje e inclusive dificuldades de ser aceito em uma grande empresa. Não é difícil achar relatos e relatos na internet sobre diversos casos onde pessoas tiveram que abdicar de sua cultura, mesmo que em pequena escala como um corte de cabelo rastafári para poder ser aceito no mercado de trabalho. Fora isso, as dificuldades são extremamente destoantes entre alguém branco de alguém negro portanto as cotas raciais são justificáveis. Nosso país é laico e portanto esse tipo de isenção não deveria nem existir. Grande parte disso vem como herança histórica e ainda não foram revistas as leis que garantem isenções.;m;a0-23;p3
"Pelo ponto de vista legal, acredito que isso deva ser compreendido, afinal, vivemos em uma sociedade onde isso é a realidade. Do ponto de vista do cristianismo, acredito não fazer muito sentido, uma vez que é contra os princípios pregados na bíblia. Não faz muito sentido alguém procurar a ""benção"" para um casamento onde o ensinamento prega que não é o correto. Acredito que vivemos em uma sociedade muito violenta, liberar o porte de arma embora muitos falem que é dar opção para o sujeito de bem, é assinar a ineficiência da nossa segurança pública. Acredito que violência gera mais violência. Essa é minha opinião hoje, não sei amanhã. Nesse tema eu tenho meu lado lógico e religioso funcionando do mesmo lado. Acredito que não temos o direito de decidir se alguém poderá nascer ou não. Essa decisão deveria ser tomada pelos embriões (sabemos que é impossível). Porque é muito fácil opinar no futuro do outro, mas se fizermos uma reflexão, imagine se isso estivesse acontecendo com você. Imagine se você fosse aquele embrião e alguém tivesse o poder de decidir em 50% suas chances de viver. Agora pergunte as crianças que vivem em orfanato, se as mães delas tivessem a chance de não pari-las, se elas dariam essa chance a essas mães que as abandonaram. Do meu ponto de vista religioso, não acredito que temos o direto de tirar a vida de alguém, por mais que alguém tem feito um crime terrível, não cabe a nós fazer esse tipo de julgamento. Na minha cabeça é um assassinato. Muitos assassinos justificam um assassinato com algum motivo, se o ""nosso"" motivo for maior que todos acho um absurdo. Não tenho muita noção sobre o quanto isso é ruim, mas também não vejo o quanto temos a ganhar com essa decisão. Não sei se é o suficiente para tirar o poder do crime organizado, mas também acho que é uma maneira errada de resolver um problema. Não acredito que isso resolva nada, na minha opinião reduzir a maioridade penal nos dias de hoje é colocar um garoto em uma cadeia, repleta de criminosos qualificados ( no pior sentido possível ) e fazer esse garoto sair de lá mais podre do que entrou. É um tema polêmico, não vivo essa realidade, então talvez minha opinião não seja tão relevante, porém, acredito que devemos defender que todos somos iguais, colocar cota racial é dizer que determinadas raças precisam de um empurrãozinho. Uma igreja não deveria ter nenhum fim lucrativo, o problema não está em não pagar imposto e sim nos pilantras que usam de uma ""brecha"" para enriquecer.";m;a24-30;p3
